#datatype measurement,tag,tag,tag,tag,double,datetime:RFC3339
m,gateway,host,node,owner,value,_time
Temperature,1,mqtt.angizehco.com,4,toossab,32,2022-10-27T04:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,32,2022-10-27T05:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,31.99,2022-10-27T06:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,31.89,2022-10-27T07:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,31.79,2022-10-27T08:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,31.8,2022-10-27T09:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,32,2022-10-27T10:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,32.1,2022-10-27T11:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,32.1,2022-10-27T12:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,32.2,2022-10-27T13:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,32.2,2022-10-27T14:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,32.29,2022-10-27T17:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,32.3,2022-10-27T18:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,31.59,2022-10-27T19:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,31.29,2022-10-27T20:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,31.19,2022-10-27T21:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.99,2022-10-27T22:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.89,2022-10-27T23:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.79,2022-10-28T00:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.69,2022-10-28T01:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.59,2022-10-28T02:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.49,2022-10-28T04:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.39,2022-10-28T05:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.39,2022-10-28T06:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.39,2022-10-28T07:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.39,2022-10-28T08:00:00Z
Temperature,1,mqtt.angizehco.com,4,toossab,30.4,2022-10-28T09:00:00Z
