,m,gateway,host,node,owner,value,_time
0,#datatype measurement,tag,tag,tag,tag,double,datetime:RFC3339
5263,Humidity,1,mqtt.angizehco.com,4,toossab,19.32,2022-09-08T03:00:00Z
5264,Humidity,1,mqtt.angizehco.com,4,toossab,17.82,2022-09-08T04:00:00Z
5265,Humidity,1,mqtt.angizehco.com,4,toossab,18.64,2022-09-08T05:00:00Z
5266,Humidity,1,mqtt.angizehco.com,4,toossab,17.85,2022-09-08T06:00:00Z
5267,Humidity,1,mqtt.angizehco.com,4,toossab,17.16,2022-09-08T07:00:00Z
5268,Humidity,1,mqtt.angizehco.com,4,toossab,16.63,2022-09-08T08:00:00Z
5269,Humidity,1,mqtt.angizehco.com,4,toossab,15.52,2022-09-08T09:00:00Z
5270,Humidity,1,mqtt.angizehco.com,4,toossab,15.82,2022-09-08T10:00:00Z
5271,Humidity,1,mqtt.angizehco.com,4,toossab,15.98,2022-09-08T11:00:00Z
5272,Humidity,1,mqtt.angizehco.com,4,toossab,15.7,2022-09-08T12:00:00Z
5273,Humidity,1,mqtt.angizehco.com,4,toossab,16.17,2022-09-08T13:00:00Z
5274,Humidity,1,mqtt.angizehco.com,4,toossab,17.05,2022-09-08T14:00:00Z
5275,Humidity,1,mqtt.angizehco.com,4,toossab,18.34,2022-09-08T15:00:00Z
5276,Humidity,1,mqtt.angizehco.com,4,toossab,18.84,2022-09-08T16:00:00Z
5277,Humidity,1,mqtt.angizehco.com,4,toossab,18.91,2022-09-08T17:00:00Z
5278,Humidity,1,mqtt.angizehco.com,4,toossab,18.96,2022-09-08T18:00:00Z
5279,Humidity,1,mqtt.angizehco.com,4,toossab,19.22,2022-09-08T19:00:00Z
5280,Humidity,1,mqtt.angizehco.com,4,toossab,19.18,2022-09-08T20:00:00Z
5281,Humidity,1,mqtt.angizehco.com,4,toossab,19.67,2022-09-08T21:00:00Z
5282,Humidity,1,mqtt.angizehco.com,4,toossab,19.93,2022-09-08T22:00:00Z
5283,Humidity,1,mqtt.angizehco.com,4,toossab,19.75,2022-09-08T23:00:00Z
5284,Humidity,1,mqtt.angizehco.com,4,toossab,20.33,2022-09-09T00:00:00Z
5285,Humidity,1,mqtt.angizehco.com,4,toossab,20.89,2022-09-09T01:00:00Z
5286,Humidity,1,mqtt.angizehco.com,4,toossab,20.74,2022-09-09T02:00:00Z
5287,Humidity,1,mqtt.angizehco.com,4,toossab,19.82,2022-09-09T03:00:00Z
5288,Humidity,1,mqtt.angizehco.com,4,toossab,19.62,2022-09-09T04:00:00Z
5289,Humidity,1,mqtt.angizehco.com,4,toossab,19.88,2022-09-09T05:00:00Z
5290,Humidity,1,mqtt.angizehco.com,4,toossab,19.93,2022-09-09T06:00:00Z
5291,Humidity,1,mqtt.angizehco.com,4,toossab,19.27,2022-09-09T07:00:00Z
5292,Humidity,1,mqtt.angizehco.com,4,toossab,19.16,2022-09-09T08:00:00Z
5293,Humidity,1,mqtt.angizehco.com,4,toossab,18.16,2022-09-09T09:00:00Z
5294,Humidity,1,mqtt.angizehco.com,4,toossab,17.66,2022-09-09T10:00:00Z
5295,Humidity,1,mqtt.angizehco.com,4,toossab,17.16,2022-09-09T11:00:00Z
5296,Humidity,1,mqtt.angizehco.com,4,toossab,17.1,2022-09-09T12:00:00Z
5297,Humidity,1,mqtt.angizehco.com,4,toossab,19.89,2022-09-09T13:00:00Z
5298,Humidity,1,mqtt.angizehco.com,4,toossab,17.98,2022-09-09T14:00:00Z
5299,Humidity,1,mqtt.angizehco.com,4,toossab,18.13,2022-09-09T15:00:00Z
5300,Humidity,1,mqtt.angizehco.com,4,toossab,18.01,2022-09-09T16:00:00Z
5301,Humidity,1,mqtt.angizehco.com,4,toossab,18.39,2022-09-09T17:00:00Z
5302,Humidity,1,mqtt.angizehco.com,4,toossab,18.98,2022-09-09T18:00:00Z
5303,Humidity,1,mqtt.angizehco.com,4,toossab,18.89,2022-09-09T19:00:00Z
5304,Humidity,1,mqtt.angizehco.com,4,toossab,19.16,2022-09-09T20:00:00Z
5305,Humidity,1,mqtt.angizehco.com,4,toossab,19.26,2022-09-09T21:00:00Z
5306,Humidity,1,mqtt.angizehco.com,4,toossab,19.09,2022-09-09T22:00:00Z
5307,Humidity,1,mqtt.angizehco.com,4,toossab,19.34,2022-09-09T23:00:00Z
5308,Humidity,1,mqtt.angizehco.com,4,toossab,19.31,2022-09-10T00:00:00Z
5309,Humidity,1,mqtt.angizehco.com,4,toossab,18.75,2022-09-10T01:00:00Z
5310,Humidity,1,mqtt.angizehco.com,4,toossab,21.95,2022-09-10T02:00:00Z
5311,Humidity,1,mqtt.angizehco.com,4,toossab,22.86,2022-09-10T03:00:00Z
5312,Humidity,1,mqtt.angizehco.com,4,toossab,27.6,2022-09-10T04:00:00Z
5313,Humidity,1,mqtt.angizehco.com,4,toossab,27.38,2022-09-10T05:00:00Z
5314,Humidity,1,mqtt.angizehco.com,4,toossab,26.62,2022-09-10T06:00:00Z
5315,Humidity,1,mqtt.angizehco.com,4,toossab,25.02,2022-09-10T07:00:00Z
5316,Humidity,1,mqtt.angizehco.com,4,toossab,23.04,2022-09-10T08:00:00Z
5317,Humidity,1,mqtt.angizehco.com,4,toossab,22.82,2022-09-10T09:00:00Z
5318,Humidity,1,mqtt.angizehco.com,4,toossab,22.41,2022-09-10T10:00:00Z
5319,Humidity,1,mqtt.angizehco.com,4,toossab,23.3,2022-09-10T11:00:00Z
5320,Humidity,1,mqtt.angizehco.com,4,toossab,23.44,2022-09-10T12:00:00Z
5321,Humidity,1,mqtt.angizehco.com,4,toossab,22.73,2022-09-10T13:00:00Z
5322,Humidity,1,mqtt.angizehco.com,4,toossab,23.9,2022-09-10T14:00:00Z
5323,Humidity,1,mqtt.angizehco.com,4,toossab,25.94,2022-09-10T15:00:00Z
5324,Humidity,1,mqtt.angizehco.com,4,toossab,24.85,2022-09-10T16:00:00Z
5325,Humidity,1,mqtt.angizehco.com,4,toossab,25,2022-09-10T17:00:00Z
5326,Humidity,1,mqtt.angizehco.com,4,toossab,24.53,2022-09-10T18:00:00Z
5327,Humidity,1,mqtt.angizehco.com,4,toossab,24.11,2022-09-10T19:00:00Z
5328,Humidity,1,mqtt.angizehco.com,4,toossab,23.9,2022-09-10T20:00:00Z
5329,Humidity,1,mqtt.angizehco.com,4,toossab,23.15,2022-09-10T21:00:00Z
5330,Humidity,1,mqtt.angizehco.com,4,toossab,22.92,2022-09-10T22:00:00Z
5331,Humidity,1,mqtt.angizehco.com,4,toossab,21.8,2022-09-10T23:00:00Z
5332,Humidity,1,mqtt.angizehco.com,4,toossab,21.6,2022-09-11T00:00:00Z
5333,Humidity,1,mqtt.angizehco.com,4,toossab,22.33,2022-09-11T01:00:00Z
5334,Humidity,1,mqtt.angizehco.com,4,toossab,21.52,2022-09-11T02:00:00Z
5335,Humidity,1,mqtt.angizehco.com,4,toossab,19.51,2022-09-11T03:00:00Z
5336,Humidity,1,mqtt.angizehco.com,4,toossab,17.52,2022-09-11T04:00:00Z
5337,Humidity,1,mqtt.angizehco.com,4,toossab,17.27,2022-09-11T05:00:00Z
5338,Humidity,1,mqtt.angizehco.com,4,toossab,17.44,2022-09-11T06:00:00Z
5339,Humidity,1,mqtt.angizehco.com,4,toossab,17.39,2022-09-11T07:00:00Z
5340,Humidity,1,mqtt.angizehco.com,4,toossab,17.43,2022-09-11T08:00:00Z
5341,Humidity,1,mqtt.angizehco.com,4,toossab,17.04,2022-09-11T09:00:00Z
5342,Humidity,1,mqtt.angizehco.com,4,toossab,17.05,2022-09-11T10:00:00Z
5343,Humidity,1,mqtt.angizehco.com,4,toossab,17.04,2022-09-11T11:00:00Z
5344,Humidity,1,mqtt.angizehco.com,4,toossab,16.65,2022-09-11T12:00:00Z
5345,Humidity,1,mqtt.angizehco.com,4,toossab,16.33,2022-09-11T13:00:00Z
5346,Humidity,1,mqtt.angizehco.com,4,toossab,15.63,2022-09-11T14:00:00Z
5347,Humidity,1,mqtt.angizehco.com,4,toossab,16.37,2022-09-11T15:00:00Z
5348,Humidity,1,mqtt.angizehco.com,4,toossab,16.28,2022-09-11T16:00:00Z
5349,Humidity,1,mqtt.angizehco.com,4,toossab,16.36,2022-09-11T17:00:00Z
5350,Humidity,1,mqtt.angizehco.com,4,toossab,15.94,2022-09-11T18:00:00Z
5351,Humidity,1,mqtt.angizehco.com,4,toossab,17.07,2022-09-11T19:00:00Z
5352,Humidity,1,mqtt.angizehco.com,4,toossab,16.95,2022-09-11T20:00:00Z
5353,Humidity,1,mqtt.angizehco.com,4,toossab,16.9,2022-09-11T21:00:00Z
5354,Humidity,1,mqtt.angizehco.com,4,toossab,16.87,2022-09-11T22:00:00Z
5355,Humidity,1,mqtt.angizehco.com,4,toossab,16.71,2022-09-11T23:00:00Z
5356,Humidity,1,mqtt.angizehco.com,4,toossab,16.68,2022-09-12T00:00:00Z
5357,Humidity,1,mqtt.angizehco.com,4,toossab,17.12,2022-09-12T01:00:00Z
5358,Humidity,1,mqtt.angizehco.com,4,toossab,17.04,2022-09-12T02:00:00Z
5359,Humidity,1,mqtt.angizehco.com,4,toossab,16.27,2022-09-12T03:00:00Z
5360,Humidity,1,mqtt.angizehco.com,4,toossab,16.73,2022-09-12T04:00:00Z
5361,Humidity,1,mqtt.angizehco.com,4,toossab,17.23,2022-09-12T05:00:00Z
5362,Humidity,1,mqtt.angizehco.com,4,toossab,16.97,2022-09-12T06:00:00Z
5363,Humidity,1,mqtt.angizehco.com,4,toossab,16.89,2022-09-12T07:00:00Z
5364,Humidity,1,mqtt.angizehco.com,4,toossab,16.67,2022-09-12T08:00:00Z
5365,Humidity,1,mqtt.angizehco.com,4,toossab,16.26,2022-09-12T09:00:00Z
5366,Humidity,1,mqtt.angizehco.com,4,toossab,15.64,2022-09-12T10:00:00Z
5367,Humidity,1,mqtt.angizehco.com,4,toossab,15.96,2022-09-12T11:00:00Z
5368,Humidity,1,mqtt.angizehco.com,4,toossab,15.14,2022-09-12T12:00:00Z
5369,Humidity,1,mqtt.angizehco.com,4,toossab,14.71,2022-09-12T13:00:00Z
5370,Humidity,1,mqtt.angizehco.com,4,toossab,14.94,2022-09-12T14:00:00Z
5371,Humidity,1,mqtt.angizehco.com,4,toossab,14.78,2022-09-12T15:00:00Z
5372,Humidity,1,mqtt.angizehco.com,4,toossab,14.75,2022-09-12T16:00:00Z
5373,Humidity,1,mqtt.angizehco.com,4,toossab,14.62,2022-09-12T17:00:00Z
5374,Humidity,1,mqtt.angizehco.com,4,toossab,14.31,2022-09-12T18:00:00Z
5375,Humidity,1,mqtt.angizehco.com,4,toossab,14.27,2022-09-12T19:00:00Z
5376,Humidity,1,mqtt.angizehco.com,4,toossab,14.18,2022-09-12T20:00:00Z
5377,Humidity,1,mqtt.angizehco.com,4,toossab,14.22,2022-09-12T21:00:00Z
5378,Humidity,1,mqtt.angizehco.com,4,toossab,14.83,2022-09-12T22:00:00Z
5379,Humidity,1,mqtt.angizehco.com,4,toossab,14.85,2022-09-12T23:00:00Z
5380,Humidity,1,mqtt.angizehco.com,4,toossab,14.73,2022-09-13T00:00:00Z
5381,Humidity,1,mqtt.angizehco.com,4,toossab,14.36,2022-09-13T01:00:00Z
5382,Humidity,1,mqtt.angizehco.com,4,toossab,14.5,2022-09-13T02:00:00Z
5383,Humidity,1,mqtt.angizehco.com,4,toossab,14.41,2022-09-13T03:00:00Z
5384,Humidity,1,mqtt.angizehco.com,4,toossab,14.62,2022-09-13T04:00:00Z
5385,Humidity,1,mqtt.angizehco.com,4,toossab,15,2022-09-13T05:00:00Z
5386,Humidity,1,mqtt.angizehco.com,4,toossab,15.28,2022-09-13T06:00:00Z
5387,Humidity,1,mqtt.angizehco.com,4,toossab,15.14,2022-09-13T07:00:00Z
5388,Humidity,1,mqtt.angizehco.com,4,toossab,13.81,2022-09-13T08:00:00Z
5389,Humidity,1,mqtt.angizehco.com,4,toossab,13.97,2022-09-13T09:00:00Z
5390,Humidity,1,mqtt.angizehco.com,4,toossab,13.46,2022-09-13T10:00:00Z
5391,Humidity,1,mqtt.angizehco.com,4,toossab,12.26,2022-09-13T11:00:00Z
5392,Humidity,1,mqtt.angizehco.com,4,toossab,11.45,2022-09-13T12:00:00Z
5393,Humidity,1,mqtt.angizehco.com,4,toossab,11.79,2022-09-13T13:00:00Z
5394,Humidity,1,mqtt.angizehco.com,4,toossab,12.73,2022-09-13T14:00:00Z
5395,Humidity,1,mqtt.angizehco.com,4,toossab,16.02,2022-09-13T15:00:00Z
5396,Humidity,1,mqtt.angizehco.com,4,toossab,15.4,2022-09-13T16:00:00Z
5397,Humidity,1,mqtt.angizehco.com,4,toossab,14.85,2022-09-13T17:00:00Z
5398,Humidity,1,mqtt.angizehco.com,4,toossab,14.94,2022-09-13T18:00:00Z
5399,Humidity,1,mqtt.angizehco.com,4,toossab,15.42,2022-09-13T19:00:00Z
5400,Humidity,1,mqtt.angizehco.com,4,toossab,15.6,2022-09-13T20:00:00Z
5401,Humidity,1,mqtt.angizehco.com,4,toossab,15.54,2022-09-13T21:00:00Z
5402,Humidity,1,mqtt.angizehco.com,4,toossab,15.75,2022-09-13T22:00:00Z
5403,Humidity,1,mqtt.angizehco.com,4,toossab,15.88,2022-09-13T23:00:00Z
5404,Humidity,1,mqtt.angizehco.com,4,toossab,15.83,2022-09-14T00:00:00Z
5405,Humidity,1,mqtt.angizehco.com,4,toossab,15.81,2022-09-14T01:00:00Z
5406,Humidity,1,mqtt.angizehco.com,4,toossab,16.25,2022-09-14T02:00:00Z
5407,Humidity,1,mqtt.angizehco.com,4,toossab,16.52,2022-09-14T03:00:00Z
5408,Humidity,1,mqtt.angizehco.com,4,toossab,16.61,2022-09-14T04:00:00Z
5409,Humidity,1,mqtt.angizehco.com,4,toossab,17.49,2022-09-14T05:00:00Z
5410,Humidity,1,mqtt.angizehco.com,4,toossab,15.46,2022-09-14T06:00:00Z
5411,Humidity,1,mqtt.angizehco.com,4,toossab,16.62,2022-09-14T07:00:00Z
5412,Humidity,1,mqtt.angizehco.com,4,toossab,15.5,2022-09-14T08:00:00Z
5413,Humidity,1,mqtt.angizehco.com,4,toossab,16.1,2022-09-14T09:00:00Z
5414,Humidity,1,mqtt.angizehco.com,4,toossab,15.06,2022-09-14T10:00:00Z
5415,Humidity,1,mqtt.angizehco.com,4,toossab,14.96,2022-09-14T11:00:00Z
5416,Humidity,1,mqtt.angizehco.com,4,toossab,14.5,2022-09-14T12:00:00Z
5417,Humidity,1,mqtt.angizehco.com,4,toossab,14,2022-09-14T13:00:00Z
5418,Humidity,1,mqtt.angizehco.com,4,toossab,13.86,2022-09-14T14:00:00Z
5419,Humidity,1,mqtt.angizehco.com,4,toossab,18.16,2022-09-14T15:00:00Z
5420,Humidity,1,mqtt.angizehco.com,4,toossab,16.44,2022-09-14T16:00:00Z
5421,Humidity,1,mqtt.angizehco.com,4,toossab,17.79,2022-09-14T17:00:00Z
5422,Humidity,1,mqtt.angizehco.com,4,toossab,17.06,2022-09-14T18:00:00Z
5423,Humidity,1,mqtt.angizehco.com,4,toossab,16.73,2022-09-14T19:00:00Z
5424,Humidity,1,mqtt.angizehco.com,4,toossab,16.52,2022-09-14T20:00:00Z
5425,Humidity,1,mqtt.angizehco.com,4,toossab,16.29,2022-09-14T21:00:00Z
5426,Humidity,1,mqtt.angizehco.com,4,toossab,16.41,2022-09-14T22:00:00Z
5427,Humidity,1,mqtt.angizehco.com,4,toossab,16.68,2022-09-14T23:00:00Z
5428,Humidity,1,mqtt.angizehco.com,4,toossab,16.72,2022-09-15T00:00:00Z
5429,Humidity,1,mqtt.angizehco.com,4,toossab,16.85,2022-09-15T01:00:00Z
5430,Humidity,1,mqtt.angizehco.com,4,toossab,17.43,2022-09-15T02:00:00Z
5431,Humidity,1,mqtt.angizehco.com,4,toossab,16.65,2022-09-15T03:00:00Z
5432,Humidity,1,mqtt.angizehco.com,4,toossab,14.5,2022-09-15T04:00:00Z
5433,Humidity,1,mqtt.angizehco.com,4,toossab,15.94,2022-09-15T05:00:00Z
5434,Humidity,1,mqtt.angizehco.com,4,toossab,19.1,2022-09-15T06:00:00Z
5435,Humidity,1,mqtt.angizehco.com,4,toossab,18.07,2022-09-15T07:00:00Z
5436,Humidity,1,mqtt.angizehco.com,4,toossab,15.1,2022-09-15T08:00:00Z
5437,Humidity,1,mqtt.angizehco.com,4,toossab,13.6,2022-09-15T09:00:00Z
5438,Humidity,1,mqtt.angizehco.com,4,toossab,13.61,2022-09-15T10:00:00Z
5439,Humidity,1,mqtt.angizehco.com,4,toossab,13.02,2022-09-15T11:00:00Z
5440,Humidity,1,mqtt.angizehco.com,4,toossab,13.02,2022-09-15T12:00:00Z
5441,Humidity,1,mqtt.angizehco.com,4,toossab,13.02,2022-09-15T13:00:00Z
5442,Humidity,1,mqtt.angizehco.com,4,toossab,13.31,2022-09-15T14:00:00Z
5443,Humidity,1,mqtt.angizehco.com,4,toossab,13.84,2022-09-15T15:00:00Z
5444,Humidity,1,mqtt.angizehco.com,4,toossab,13.81,2022-09-15T16:00:00Z
5445,Humidity,1,mqtt.angizehco.com,4,toossab,13.63,2022-09-15T17:00:00Z
5446,Humidity,1,mqtt.angizehco.com,4,toossab,15.24,2022-09-15T18:00:00Z
5447,Humidity,1,mqtt.angizehco.com,4,toossab,14.97,2022-09-15T19:00:00Z
5448,Humidity,1,mqtt.angizehco.com,4,toossab,14.91,2022-09-15T20:00:00Z
5449,Humidity,1,mqtt.angizehco.com,4,toossab,15.42,2022-09-15T21:00:00Z
5450,Humidity,1,mqtt.angizehco.com,4,toossab,15.67,2022-09-15T22:00:00Z
5451,Humidity,1,mqtt.angizehco.com,4,toossab,15.67,2022-09-15T23:00:00Z
5452,Humidity,1,mqtt.angizehco.com,4,toossab,15.51,2022-09-16T00:00:00Z
5453,Humidity,1,mqtt.angizehco.com,4,toossab,15.84,2022-09-16T01:00:00Z
5454,Humidity,1,mqtt.angizehco.com,4,toossab,15.88,2022-09-16T02:00:00Z
5455,Humidity,1,mqtt.angizehco.com,4,toossab,16.02,2022-09-16T03:00:00Z
5456,Humidity,1,mqtt.angizehco.com,4,toossab,16.11,2022-09-16T04:00:00Z
5457,Humidity,1,mqtt.angizehco.com,4,toossab,15.94,2022-09-16T05:00:00Z
5458,Humidity,1,mqtt.angizehco.com,4,toossab,15.68,2022-09-16T06:00:00Z
5459,Humidity,1,mqtt.angizehco.com,4,toossab,15.53,2022-09-16T07:00:00Z
5460,Humidity,1,mqtt.angizehco.com,4,toossab,15.58,2022-09-16T08:00:00Z
5461,Humidity,1,mqtt.angizehco.com,4,toossab,16.5,2022-09-16T09:00:00Z
5462,Humidity,1,mqtt.angizehco.com,4,toossab,17.12,2022-09-16T10:00:00Z
5463,Humidity,1,mqtt.angizehco.com,4,toossab,18.21,2022-09-16T11:00:00Z
5464,Humidity,1,mqtt.angizehco.com,4,toossab,19.61,2022-09-16T12:00:00Z
5465,Humidity,1,mqtt.angizehco.com,4,toossab,19.83,2022-09-16T13:00:00Z
5466,Humidity,1,mqtt.angizehco.com,4,toossab,20.97,2022-09-16T14:00:00Z
5467,Humidity,1,mqtt.angizehco.com,4,toossab,21.1,2022-09-16T15:00:00Z
5468,Humidity,1,mqtt.angizehco.com,4,toossab,22.85,2022-09-16T16:00:00Z
5469,Humidity,1,mqtt.angizehco.com,4,toossab,22.94,2022-09-16T17:00:00Z
5470,Humidity,1,mqtt.angizehco.com,4,toossab,22.97,2022-09-16T18:00:00Z
5471,Humidity,1,mqtt.angizehco.com,4,toossab,22.99,2022-09-16T19:00:00Z
5472,Humidity,1,mqtt.angizehco.com,4,toossab,22.96,2022-09-16T20:00:00Z
5473,Humidity,1,mqtt.angizehco.com,4,toossab,22.79,2022-09-16T21:00:00Z
5474,Humidity,1,mqtt.angizehco.com,4,toossab,23.05,2022-09-16T22:00:00Z
5475,Humidity,1,mqtt.angizehco.com,4,toossab,23.1,2022-09-16T23:00:00Z
5476,Humidity,1,mqtt.angizehco.com,4,toossab,23.61,2022-09-17T00:00:00Z
5477,Humidity,1,mqtt.angizehco.com,4,toossab,23.62,2022-09-17T01:00:00Z
5478,Humidity,1,mqtt.angizehco.com,4,toossab,23.62,2022-09-17T02:00:00Z
5479,Humidity,1,mqtt.angizehco.com,4,toossab,24.14,2022-09-17T03:00:00Z
5480,Humidity,1,mqtt.angizehco.com,4,toossab,24.15,2022-09-17T04:00:00Z
5481,Humidity,1,mqtt.angizehco.com,4,toossab,25.11,2022-09-17T05:00:00Z
5482,Humidity,1,mqtt.angizehco.com,4,toossab,27.29,2022-09-17T06:00:00Z
5483,Humidity,1,mqtt.angizehco.com,4,toossab,24.77,2022-09-17T07:00:00Z
5484,Humidity,1,mqtt.angizehco.com,4,toossab,23.63,2022-09-17T08:00:00Z
5485,Humidity,1,mqtt.angizehco.com,4,toossab,22.83,2022-09-17T09:00:00Z
5486,Humidity,1,mqtt.angizehco.com,4,toossab,23,2022-09-17T10:00:00Z
5487,Humidity,1,mqtt.angizehco.com,4,toossab,22.24,2022-09-17T11:00:00Z
5488,Humidity,1,mqtt.angizehco.com,4,toossab,23.18,2022-09-17T12:00:00Z
5489,Humidity,1,mqtt.angizehco.com,4,toossab,21.82,2022-09-17T13:00:00Z
5490,Humidity,1,mqtt.angizehco.com,4,toossab,21.98,2022-09-17T14:00:00Z
5491,Humidity,1,mqtt.angizehco.com,4,toossab,21.62,2022-09-17T15:00:00Z
5492,Humidity,1,mqtt.angizehco.com,4,toossab,20.57,2022-09-17T16:00:00Z
5493,Humidity,1,mqtt.angizehco.com,4,toossab,19.92,2022-09-17T17:00:00Z
5494,Humidity,1,mqtt.angizehco.com,4,toossab,19.46,2022-09-17T18:00:00Z
5495,Humidity,1,mqtt.angizehco.com,4,toossab,19.41,2022-09-17T19:00:00Z
5496,Humidity,1,mqtt.angizehco.com,4,toossab,19.42,2022-09-17T20:00:00Z
5497,Humidity,1,mqtt.angizehco.com,4,toossab,19.36,2022-09-17T21:00:00Z
5498,Humidity,1,mqtt.angizehco.com,4,toossab,19.37,2022-09-17T22:00:00Z
5499,Humidity,1,mqtt.angizehco.com,4,toossab,19.3,2022-09-17T23:00:00Z
5500,Humidity,1,mqtt.angizehco.com,4,toossab,19.42,2022-09-18T00:00:00Z
5501,Humidity,1,mqtt.angizehco.com,4,toossab,20.32,2022-09-18T01:00:00Z
5502,Humidity,1,mqtt.angizehco.com,4,toossab,20.26,2022-09-18T02:00:00Z
5503,Humidity,1,mqtt.angizehco.com,4,toossab,19.33,2022-09-18T03:00:00Z
5504,Humidity,1,mqtt.angizehco.com,4,toossab,20.72,2022-09-18T04:00:00Z
5505,Humidity,1,mqtt.angizehco.com,4,toossab,22.83,2022-09-18T05:00:00Z
5506,Humidity,1,mqtt.angizehco.com,4,toossab,23.13,2022-09-18T06:00:00Z
5507,Humidity,1,mqtt.angizehco.com,4,toossab,22.14,2022-09-18T07:00:00Z
5508,Humidity,1,mqtt.angizehco.com,4,toossab,22.24,2022-09-18T08:00:00Z
5509,Humidity,1,mqtt.angizehco.com,4,toossab,19.79,2022-09-18T09:00:00Z
5510,Humidity,1,mqtt.angizehco.com,4,toossab,19.44,2022-09-18T10:00:00Z
5511,Humidity,1,mqtt.angizehco.com,4,toossab,18.91,2022-09-18T11:00:00Z
5512,Humidity,1,mqtt.angizehco.com,4,toossab,18.44,2022-09-18T12:00:00Z
5513,Humidity,1,mqtt.angizehco.com,4,toossab,18.54,2022-09-18T13:00:00Z
5514,Humidity,1,mqtt.angizehco.com,4,toossab,21.19,2022-09-18T14:00:00Z
5515,Humidity,1,mqtt.angizehco.com,4,toossab,20.49,2022-09-18T15:00:00Z
5516,Humidity,1,mqtt.angizehco.com,4,toossab,20.52,2022-09-18T16:00:00Z
5517,Humidity,1,mqtt.angizehco.com,4,toossab,20.62,2022-09-18T17:00:00Z
5518,Humidity,1,mqtt.angizehco.com,4,toossab,19.49,2022-09-18T18:00:00Z
5519,Humidity,1,mqtt.angizehco.com,4,toossab,19.08,2022-09-18T19:00:00Z
5520,Humidity,1,mqtt.angizehco.com,4,toossab,18.94,2022-09-18T20:00:00Z
5521,Humidity,1,mqtt.angizehco.com,4,toossab,19.09,2022-09-18T21:00:00Z
5522,Humidity,1,mqtt.angizehco.com,4,toossab,19.21,2022-09-18T22:00:00Z
5523,Humidity,1,mqtt.angizehco.com,4,toossab,19.45,2022-09-18T23:00:00Z
5524,Humidity,1,mqtt.angizehco.com,4,toossab,18.6,2022-09-19T00:00:00Z
5525,Humidity,1,mqtt.angizehco.com,4,toossab,19.27,2022-09-19T01:00:00Z
5526,Humidity,1,mqtt.angizehco.com,4,toossab,20.93,2022-09-19T02:00:00Z
5527,Humidity,1,mqtt.angizehco.com,4,toossab,19.24,2022-09-19T03:00:00Z
5528,Humidity,1,mqtt.angizehco.com,4,toossab,18.49,2022-09-19T04:00:00Z
5529,Humidity,1,mqtt.angizehco.com,4,toossab,21.31,2022-09-19T05:00:00Z
5530,Humidity,1,mqtt.angizehco.com,4,toossab,20.99,2022-09-19T06:00:00Z
5531,Humidity,1,mqtt.angizehco.com,4,toossab,20.1,2022-09-19T07:00:00Z
5532,Humidity,1,mqtt.angizehco.com,4,toossab,19.57,2022-09-19T08:00:00Z
5533,Humidity,1,mqtt.angizehco.com,4,toossab,18.47,2022-09-19T09:00:00Z
5534,Humidity,1,mqtt.angizehco.com,4,toossab,18.18,2022-09-19T10:00:00Z
5535,Humidity,1,mqtt.angizehco.com,4,toossab,17.62,2022-09-19T11:00:00Z
5536,Humidity,1,mqtt.angizehco.com,4,toossab,17.37,2022-09-19T12:00:00Z
5537,Humidity,1,mqtt.angizehco.com,4,toossab,16.97,2022-09-19T13:00:00Z
5538,Humidity,1,mqtt.angizehco.com,4,toossab,17.15,2022-09-19T14:00:00Z
5539,Humidity,1,mqtt.angizehco.com,4,toossab,18.79,2022-09-19T15:00:00Z
5540,Humidity,1,mqtt.angizehco.com,4,toossab,20.14,2022-09-19T16:00:00Z
5541,Humidity,1,mqtt.angizehco.com,4,toossab,19.16,2022-09-19T17:00:00Z
5542,Humidity,1,mqtt.angizehco.com,4,toossab,18.87,2022-09-19T18:00:00Z
5543,Humidity,1,mqtt.angizehco.com,4,toossab,19.03,2022-09-19T19:00:00Z
5544,Humidity,1,mqtt.angizehco.com,4,toossab,18.9,2022-09-19T20:00:00Z
5545,Humidity,1,mqtt.angizehco.com,4,toossab,19.01,2022-09-19T21:00:00Z
5546,Humidity,1,mqtt.angizehco.com,4,toossab,18.96,2022-09-19T22:00:00Z
5547,Humidity,1,mqtt.angizehco.com,4,toossab,19.08,2022-09-19T23:00:00Z
5548,Humidity,1,mqtt.angizehco.com,4,toossab,20.35,2022-09-20T00:00:00Z
5549,Humidity,1,mqtt.angizehco.com,4,toossab,19.21,2022-09-20T01:00:00Z
5550,Humidity,1,mqtt.angizehco.com,4,toossab,18.7,2022-09-20T02:00:00Z
5551,Humidity,1,mqtt.angizehco.com,4,toossab,18.81,2022-09-20T03:00:00Z
5552,Humidity,1,mqtt.angizehco.com,4,toossab,18.96,2022-09-20T04:00:00Z
5553,Humidity,1,mqtt.angizehco.com,4,toossab,20.5,2022-09-20T05:00:00Z
5554,Humidity,1,mqtt.angizehco.com,4,toossab,20.48,2022-09-20T06:00:00Z
5555,Humidity,1,mqtt.angizehco.com,4,toossab,18.18,2022-09-20T07:00:00Z
5556,Humidity,1,mqtt.angizehco.com,4,toossab,17.83,2022-09-20T08:00:00Z
5557,Humidity,1,mqtt.angizehco.com,4,toossab,17.87,2022-09-20T09:00:00Z
5558,Humidity,1,mqtt.angizehco.com,4,toossab,17.49,2022-09-20T10:00:00Z
