,m,gateway,host,node,owner,value,_time
0,#datatype measurement,tag,tag,tag,tag,double,datetime:RFC3339
1692,Humidity,1,mqtt.angizehco.com,4,toossab,25.63,2022-02-12T03:00:00Z
1693,Humidity,1,mqtt.angizehco.com,4,toossab,25.53,2022-02-12T04:00:00Z
1694,Humidity,1,mqtt.angizehco.com,4,toossab,26.61,2022-02-12T05:00:00Z
1695,Humidity,1,mqtt.angizehco.com,4,toossab,26.93,2022-02-12T06:00:00Z
1696,Humidity,1,mqtt.angizehco.com,4,toossab,27.13,2022-02-12T07:00:00Z
1697,Humidity,1,mqtt.angizehco.com,4,toossab,27.59,2022-02-12T08:00:00Z
1698,Humidity,1,mqtt.angizehco.com,4,toossab,27.08,2022-02-12T09:00:00Z
1699,Humidity,1,mqtt.angizehco.com,4,toossab,28.25,2022-02-12T10:00:00Z
1700,Humidity,1,mqtt.angizehco.com,4,toossab,27.99,2022-02-12T11:00:00Z
1701,Humidity,1,mqtt.angizehco.com,4,toossab,28.59,2022-02-12T12:00:00Z
1702,Humidity,1,mqtt.angizehco.com,4,toossab,28.14,2022-02-14T09:00:00Z
1703,Humidity,1,mqtt.angizehco.com,4,toossab,25.88,2022-02-14T10:00:00Z
1704,Humidity,1,mqtt.angizehco.com,4,toossab,26.61,2022-02-14T12:00:00Z
1705,Humidity,1,mqtt.angizehco.com,4,toossab,25.38,2022-02-14T13:00:00Z
1706,Humidity,1,mqtt.angizehco.com,4,toossab,24.69,2022-02-14T14:00:00Z
1707,Humidity,1,mqtt.angizehco.com,4,toossab,23.97,2022-02-14T15:00:00Z
1708,Humidity,1,mqtt.angizehco.com,4,toossab,23.89,2022-02-14T16:00:00Z
1709,Humidity,1,mqtt.angizehco.com,4,toossab,23.87,2022-02-14T17:00:00Z
1710,Humidity,1,mqtt.angizehco.com,4,toossab,23.77,2022-02-14T18:00:00Z
1711,Humidity,1,mqtt.angizehco.com,4,toossab,23.57,2022-02-14T19:00:00Z
1712,Humidity,1,mqtt.angizehco.com,4,toossab,23.38,2022-02-14T20:00:00Z
1713,Humidity,1,mqtt.angizehco.com,4,toossab,23.28,2022-02-14T21:00:00Z
1714,Humidity,1,mqtt.angizehco.com,4,toossab,23.11,2022-02-14T22:00:00Z
1715,Humidity,1,mqtt.angizehco.com,4,toossab,23.16,2022-02-14T23:00:00Z
1716,Humidity,1,mqtt.angizehco.com,4,toossab,23.3,2022-02-15T00:00:00Z
1717,Humidity,1,mqtt.angizehco.com,4,toossab,23.49,2022-02-15T01:00:00Z
1718,Humidity,1,mqtt.angizehco.com,4,toossab,23.56,2022-02-15T02:00:00Z
1719,Humidity,1,mqtt.angizehco.com,4,toossab,23.17,2022-02-15T03:00:00Z
1720,Humidity,1,mqtt.angizehco.com,4,toossab,23.09,2022-02-15T04:00:00Z
1721,Humidity,1,mqtt.angizehco.com,4,toossab,22.85,2022-02-15T05:00:00Z
1722,Humidity,1,mqtt.angizehco.com,4,toossab,23.11,2022-02-15T06:00:00Z
1723,Humidity,1,mqtt.angizehco.com,4,toossab,22.9,2022-02-15T07:00:00Z
1724,Humidity,1,mqtt.angizehco.com,4,toossab,22.91,2022-02-15T08:00:00Z
1725,Humidity,1,mqtt.angizehco.com,4,toossab,22.98,2022-02-15T09:00:00Z
1726,Humidity,1,mqtt.angizehco.com,4,toossab,22.74,2022-02-15T10:00:00Z
1727,Humidity,1,mqtt.angizehco.com,4,toossab,22.52,2022-02-15T11:00:00Z
1728,Humidity,1,mqtt.angizehco.com,4,toossab,22.66,2022-02-15T12:00:00Z
1729,Humidity,1,mqtt.angizehco.com,4,toossab,22.56,2022-02-15T13:00:00Z
1730,Humidity,1,mqtt.angizehco.com,4,toossab,22.74,2022-02-15T14:00:00Z
1731,Humidity,1,mqtt.angizehco.com,4,toossab,23.49,2022-02-15T15:00:00Z
1732,Humidity,1,mqtt.angizehco.com,4,toossab,22.91,2022-02-15T16:00:00Z
1733,Humidity,1,mqtt.angizehco.com,4,toossab,22.81,2022-02-15T17:00:00Z
1734,Humidity,1,mqtt.angizehco.com,4,toossab,22.78,2022-02-15T18:00:00Z
1735,Humidity,1,mqtt.angizehco.com,4,toossab,22.95,2022-02-15T19:00:00Z
1736,Humidity,1,mqtt.angizehco.com,4,toossab,22.63,2022-02-15T20:00:00Z
1737,Humidity,1,mqtt.angizehco.com,4,toossab,22.19,2022-02-15T21:00:00Z
1738,Humidity,1,mqtt.angizehco.com,4,toossab,22.12,2022-02-15T22:00:00Z
1739,Humidity,1,mqtt.angizehco.com,4,toossab,22.61,2022-02-15T23:00:00Z
1740,Humidity,1,mqtt.angizehco.com,4,toossab,23.35,2022-02-16T00:00:00Z
1741,Humidity,1,mqtt.angizehco.com,4,toossab,23.81,2022-02-16T01:00:00Z
1742,Humidity,1,mqtt.angizehco.com,4,toossab,24.02,2022-02-16T02:00:00Z
1743,Humidity,1,mqtt.angizehco.com,4,toossab,24.21,2022-02-16T03:00:00Z
1744,Humidity,1,mqtt.angizehco.com,4,toossab,22.87,2022-02-16T04:00:00Z
1745,Humidity,1,mqtt.angizehco.com,4,toossab,22.18,2022-02-16T05:00:00Z
1746,Humidity,1,mqtt.angizehco.com,4,toossab,22.18,2022-02-16T06:00:00Z
1747,Humidity,1,mqtt.angizehco.com,4,toossab,22.41,2022-02-16T07:00:00Z
1748,Humidity,1,mqtt.angizehco.com,4,toossab,22.08,2022-02-16T08:00:00Z
1749,Humidity,1,mqtt.angizehco.com,4,toossab,22.13,2022-02-16T09:00:00Z
1750,Humidity,1,mqtt.angizehco.com,4,toossab,21.765,2022-02-16T10:00:00Z
1751,Humidity,1,mqtt.angizehco.com,4,toossab,21.63,2022-02-16T11:00:00Z
1752,Humidity,1,mqtt.angizehco.com,4,toossab,21.41,2022-02-16T12:00:00Z
1753,Humidity,1,mqtt.angizehco.com,4,toossab,23.82,2022-02-16T13:00:00Z
1754,Humidity,1,mqtt.angizehco.com,4,toossab,21.67,2022-02-16T14:00:00Z
1755,Humidity,1,mqtt.angizehco.com,4,toossab,21.25,2022-02-16T15:00:00Z
1756,Humidity,1,mqtt.angizehco.com,4,toossab,34.08,2022-02-16T16:00:00Z
1757,Humidity,1,mqtt.angizehco.com,4,toossab,21.54,2022-02-16T17:00:00Z
1758,Humidity,1,mqtt.angizehco.com,4,toossab,21.135,2022-02-16T18:00:00Z
1759,Humidity,1,mqtt.angizehco.com,4,toossab,20.81,2022-02-16T19:00:00Z
1760,Humidity,1,mqtt.angizehco.com,4,toossab,20.68,2022-02-16T20:00:00Z
1761,Humidity,1,mqtt.angizehco.com,4,toossab,20.66,2022-02-16T21:00:00Z
1762,Humidity,1,mqtt.angizehco.com,4,toossab,20.42,2022-02-16T22:00:00Z
1763,Humidity,1,mqtt.angizehco.com,4,toossab,20.1,2022-02-16T23:00:00Z
1764,Humidity,1,mqtt.angizehco.com,4,toossab,19.92,2022-02-17T00:00:00Z
1765,Humidity,1,mqtt.angizehco.com,4,toossab,20.02,2022-02-17T01:00:00Z
1766,Humidity,1,mqtt.angizehco.com,4,toossab,19.505,2022-02-17T02:00:00Z
1767,Humidity,1,mqtt.angizehco.com,4,toossab,19.46,2022-02-17T03:00:00Z
1768,Humidity,1,mqtt.angizehco.com,4,toossab,19.52,2022-02-17T04:00:00Z
1769,Humidity,1,mqtt.angizehco.com,4,toossab,19.33,2022-02-17T05:00:00Z
1770,Humidity,1,mqtt.angizehco.com,4,toossab,18.91,2022-02-17T06:00:00Z
1771,Humidity,1,mqtt.angizehco.com,4,toossab,18.75,2022-02-17T07:00:00Z
1772,Humidity,1,mqtt.angizehco.com,4,toossab,18.71,2022-02-17T08:00:00Z
1773,Humidity,1,mqtt.angizehco.com,4,toossab,19.045,2022-02-17T09:00:00Z
1774,Humidity,1,mqtt.angizehco.com,4,toossab,19.02,2022-02-17T10:00:00Z
1775,Humidity,1,mqtt.angizehco.com,4,toossab,19.02,2022-02-17T11:00:00Z
1776,Humidity,1,mqtt.angizehco.com,4,toossab,18.76,2022-02-17T12:00:00Z
1777,Humidity,1,mqtt.angizehco.com,4,toossab,18.63,2022-02-17T13:00:00Z
1778,Humidity,1,mqtt.angizehco.com,4,toossab,18.55,2022-02-17T14:00:00Z
1779,Humidity,1,mqtt.angizehco.com,4,toossab,18.4,2022-02-17T15:00:00Z
1780,Humidity,1,mqtt.angizehco.com,4,toossab,18.23,2022-02-17T16:00:00Z
1781,Humidity,1,mqtt.angizehco.com,4,toossab,18.125,2022-02-17T17:00:00Z
1782,Humidity,1,mqtt.angizehco.com,4,toossab,17.97,2022-02-17T18:00:00Z
1783,Humidity,1,mqtt.angizehco.com,4,toossab,17.965,2022-02-17T19:00:00Z
1784,Humidity,1,mqtt.angizehco.com,4,toossab,17.7,2022-02-17T20:00:00Z
1785,Humidity,1,mqtt.angizehco.com,4,toossab,17.615,2022-02-17T21:00:00Z
1786,Humidity,1,mqtt.angizehco.com,4,toossab,17.43,2022-02-17T22:00:00Z
1787,Humidity,1,mqtt.angizehco.com,4,toossab,17.545,2022-02-17T23:00:00Z
1788,Humidity,1,mqtt.angizehco.com,4,toossab,17.48,2022-02-18T00:00:00Z
1789,Humidity,1,mqtt.angizehco.com,4,toossab,17.63,2022-02-18T01:00:00Z
1790,Humidity,1,mqtt.angizehco.com,4,toossab,17.62,2022-02-18T02:00:00Z
1791,Humidity,1,mqtt.angizehco.com,4,toossab,17.605,2022-02-18T03:00:00Z
1792,Humidity,1,mqtt.angizehco.com,4,toossab,17.71,2022-02-18T04:00:00Z
1793,Humidity,1,mqtt.angizehco.com,4,toossab,18.015,2022-02-18T05:00:00Z
1794,Humidity,1,mqtt.angizehco.com,4,toossab,18.35,2022-02-18T06:00:00Z
1795,Humidity,1,mqtt.angizehco.com,4,toossab,18.53,2022-02-18T07:00:00Z
1796,Humidity,1,mqtt.angizehco.com,4,toossab,18.54,2022-02-18T08:00:00Z
1797,Humidity,1,mqtt.angizehco.com,4,toossab,18.665,2022-02-18T09:00:00Z
1798,Humidity,1,mqtt.angizehco.com,4,toossab,18.91,2022-02-18T10:00:00Z
1799,Humidity,1,mqtt.angizehco.com,4,toossab,19.215,2022-02-18T11:00:00Z
1800,Humidity,1,mqtt.angizehco.com,4,toossab,19.51,2022-02-18T12:00:00Z
1801,Humidity,1,mqtt.angizehco.com,4,toossab,20.42,2022-02-18T13:00:00Z
1802,Humidity,1,mqtt.angizehco.com,4,toossab,20.95,2022-02-18T14:00:00Z
1803,Humidity,1,mqtt.angizehco.com,4,toossab,20.68,2022-02-18T15:00:00Z
1804,Humidity,1,mqtt.angizehco.com,4,toossab,20.36,2022-02-18T16:00:00Z
1805,Humidity,1,mqtt.angizehco.com,4,toossab,20.41,2022-02-18T17:00:00Z
1806,Humidity,1,mqtt.angizehco.com,4,toossab,20.51,2022-02-18T18:00:00Z
1807,Humidity,1,mqtt.angizehco.com,4,toossab,20.44,2022-02-18T19:00:00Z
1808,Humidity,1,mqtt.angizehco.com,4,toossab,20.4,2022-02-18T20:00:00Z
1809,Humidity,1,mqtt.angizehco.com,4,toossab,20.74,2022-02-18T21:00:00Z
1810,Humidity,1,mqtt.angizehco.com,4,toossab,21.17,2022-02-18T22:00:00Z
1811,Humidity,1,mqtt.angizehco.com,4,toossab,20.78,2022-02-18T23:00:00Z
1812,Humidity,1,mqtt.angizehco.com,4,toossab,20.62,2022-02-19T00:00:00Z
1813,Humidity,1,mqtt.angizehco.com,4,toossab,20.5,2022-02-19T01:00:00Z
1814,Humidity,1,mqtt.angizehco.com,4,toossab,20.44,2022-02-19T02:00:00Z
1815,Humidity,1,mqtt.angizehco.com,4,toossab,20.16,2022-02-19T03:00:00Z
1816,Humidity,1,mqtt.angizehco.com,4,toossab,20.03,2022-02-19T04:00:00Z
1817,Humidity,1,mqtt.angizehco.com,4,toossab,20.86,2022-02-19T05:00:00Z
1818,Humidity,1,mqtt.angizehco.com,4,toossab,21.28,2022-02-19T06:00:00Z
1819,Humidity,1,mqtt.angizehco.com,4,toossab,21.2,2022-02-19T07:00:00Z
1820,Humidity,1,mqtt.angizehco.com,4,toossab,21.33,2022-02-19T08:00:00Z
1821,Humidity,1,mqtt.angizehco.com,4,toossab,21.19,2022-02-19T09:00:00Z
1822,Humidity,1,mqtt.angizehco.com,4,toossab,21.07,2022-02-19T10:00:00Z
1823,Humidity,1,mqtt.angizehco.com,4,toossab,20.95,2022-02-19T11:00:00Z
1824,Humidity,1,mqtt.angizehco.com,4,toossab,20.79,2022-02-19T12:00:00Z
1825,Humidity,1,mqtt.angizehco.com,4,toossab,20.46,2022-02-19T13:00:00Z
1826,Humidity,1,mqtt.angizehco.com,4,toossab,20.38,2022-02-19T14:00:00Z
1827,Humidity,1,mqtt.angizehco.com,4,toossab,22.23,2022-02-20T07:00:00Z
1828,Humidity,1,mqtt.angizehco.com,4,toossab,22.69,2022-02-20T08:00:00Z
1829,Humidity,1,mqtt.angizehco.com,4,toossab,22.54,2022-02-20T09:00:00Z
1830,Humidity,1,mqtt.angizehco.com,4,toossab,23.15,2022-02-20T10:00:00Z
1831,Humidity,1,mqtt.angizehco.com,4,toossab,32,2022-02-22T09:00:00Z
1832,Humidity,1,mqtt.angizehco.com,4,toossab,36,2022-02-22T10:00:00Z
1833,Humidity,1,mqtt.angizehco.com,4,toossab,24.55,2022-02-22T11:00:00Z
1834,Humidity,1,mqtt.angizehco.com,4,toossab,26.36,2022-02-22T12:00:00Z
1835,Humidity,1,mqtt.angizehco.com,4,toossab,21.55666667,2022-02-22T13:00:00Z
1836,Humidity,1,mqtt.angizehco.com,4,toossab,21.98,2022-02-22T14:00:00Z
1837,Humidity,1,mqtt.angizehco.com,4,toossab,25.71,2022-02-23T10:00:00Z
1838,Humidity,1,mqtt.angizehco.com,4,toossab,25.61,2022-02-23T11:00:00Z
1839,Humidity,1,mqtt.angizehco.com,4,toossab,31.17,2022-02-23T18:00:00Z
1840,Humidity,1,mqtt.angizehco.com,4,toossab,32.49,2022-02-23T19:00:00Z
1841,Humidity,1,mqtt.angizehco.com,4,toossab,31.945,2022-02-23T20:00:00Z
1842,Humidity,1,mqtt.angizehco.com,4,toossab,31.55,2022-02-23T21:00:00Z
1843,Humidity,1,mqtt.angizehco.com,4,toossab,31.68,2022-02-23T22:00:00Z
1844,Humidity,1,mqtt.angizehco.com,4,toossab,31.35,2022-02-23T23:00:00Z
1845,Humidity,1,mqtt.angizehco.com,4,toossab,30.86,2022-02-24T00:00:00Z
1846,Humidity,1,mqtt.angizehco.com,4,toossab,30.52,2022-02-24T01:00:00Z
1847,Humidity,1,mqtt.angizehco.com,4,toossab,30.195,2022-02-24T02:00:00Z
1848,Humidity,1,mqtt.angizehco.com,4,toossab,30.13,2022-02-24T03:00:00Z
1849,Humidity,1,mqtt.angizehco.com,4,toossab,29.84,2022-02-24T04:00:00Z
1850,Humidity,1,mqtt.angizehco.com,4,toossab,39.17,2022-02-24T05:00:00Z
1851,Humidity,1,mqtt.angizehco.com,4,toossab,34.45,2022-02-24T06:00:00Z
1852,Humidity,1,mqtt.angizehco.com,4,toossab,33.11,2022-02-24T07:00:00Z
1853,Humidity,1,mqtt.angizehco.com,4,toossab,27.87,2022-02-24T08:00:00Z
1854,Humidity,1,mqtt.angizehco.com,4,toossab,26.16,2022-02-24T09:00:00Z
1855,Humidity,1,mqtt.angizehco.com,4,toossab,25.37,2022-02-24T10:00:00Z
1856,Humidity,1,mqtt.angizehco.com,4,toossab,24.36,2022-02-24T11:00:00Z
1857,Humidity,1,mqtt.angizehco.com,4,toossab,22.91,2022-02-24T12:00:00Z
1858,Humidity,1,mqtt.angizehco.com,4,toossab,22.49,2022-02-24T13:00:00Z
1859,Humidity,1,mqtt.angizehco.com,4,toossab,22.715,2022-02-24T14:00:00Z
1860,Humidity,1,mqtt.angizehco.com,4,toossab,22.74,2022-02-24T15:00:00Z
1861,Humidity,1,mqtt.angizehco.com,4,toossab,23.38,2022-02-24T16:00:00Z
1862,Humidity,1,mqtt.angizehco.com,4,toossab,24.57,2022-02-24T17:00:00Z
1863,Humidity,1,mqtt.angizehco.com,4,toossab,24.92,2022-02-24T18:00:00Z
1864,Humidity,1,mqtt.angizehco.com,4,toossab,25.08,2022-02-24T19:00:00Z
1865,Humidity,1,mqtt.angizehco.com,4,toossab,24.86,2022-02-24T20:00:00Z
1866,Humidity,1,mqtt.angizehco.com,4,toossab,25.03,2022-02-24T21:00:00Z
1867,Humidity,1,mqtt.angizehco.com,4,toossab,24.79,2022-02-24T22:00:00Z
1868,Humidity,1,mqtt.angizehco.com,4,toossab,24.84,2022-02-24T23:00:00Z
1869,Humidity,1,mqtt.angizehco.com,4,toossab,24.745,2022-02-25T00:00:00Z
1870,Humidity,1,mqtt.angizehco.com,4,toossab,24.85,2022-02-25T01:00:00Z
1871,Humidity,1,mqtt.angizehco.com,4,toossab,24.76,2022-02-25T02:00:00Z
1872,Humidity,1,mqtt.angizehco.com,4,toossab,24.74,2022-02-25T03:00:00Z
1873,Humidity,1,mqtt.angizehco.com,4,toossab,24.915,2022-02-25T04:00:00Z
1874,Humidity,1,mqtt.angizehco.com,4,toossab,24.96,2022-02-25T05:00:00Z
1875,Humidity,1,mqtt.angizehco.com,4,toossab,24.995,2022-02-25T06:00:00Z
1876,Humidity,1,mqtt.angizehco.com,4,toossab,25.29,2022-02-25T07:00:00Z
1877,Humidity,1,mqtt.angizehco.com,4,toossab,25.64,2022-02-25T08:00:00Z
1878,Humidity,1,mqtt.angizehco.com,4,toossab,25.4,2022-02-25T09:00:00Z
1879,Humidity,1,mqtt.angizehco.com,4,toossab,17.33666667,2022-02-25T10:00:00Z
1880,Humidity,1,mqtt.angizehco.com,4,toossab,24.86,2022-02-25T11:00:00Z
1881,Humidity,1,mqtt.angizehco.com,4,toossab,24.97,2022-02-25T12:00:00Z
1882,Humidity,1,mqtt.angizehco.com,4,toossab,25.76,2022-02-25T13:00:00Z
1883,Humidity,1,mqtt.angizehco.com,4,toossab,25.675,2022-02-25T14:00:00Z
1884,Humidity,1,mqtt.angizehco.com,4,toossab,25.74,2022-02-25T15:00:00Z
1885,Humidity,1,mqtt.angizehco.com,4,toossab,25.55,2022-02-25T16:00:00Z
1886,Humidity,1,mqtt.angizehco.com,4,toossab,25.41,2022-02-25T17:00:00Z
1887,Humidity,1,mqtt.angizehco.com,4,toossab,25.385,2022-02-25T18:00:00Z
1888,Humidity,1,mqtt.angizehco.com,4,toossab,25.29,2022-02-25T19:00:00Z
1889,Humidity,1,mqtt.angizehco.com,4,toossab,25.13,2022-02-25T20:00:00Z
1890,Humidity,1,mqtt.angizehco.com,4,toossab,24.8,2022-02-25T21:00:00Z
1891,Humidity,1,mqtt.angizehco.com,4,toossab,24.52,2022-02-25T22:00:00Z
1892,Humidity,1,mqtt.angizehco.com,4,toossab,24.18,2022-02-25T23:00:00Z
1893,Humidity,1,mqtt.angizehco.com,4,toossab,24.05,2022-02-26T00:00:00Z
1894,Humidity,1,mqtt.angizehco.com,4,toossab,24.47,2022-02-26T01:00:00Z
1895,Humidity,1,mqtt.angizehco.com,4,toossab,24.215,2022-02-26T02:00:00Z
1896,Humidity,1,mqtt.angizehco.com,4,toossab,24.14,2022-02-26T03:00:00Z
1897,Humidity,1,mqtt.angizehco.com,4,toossab,24.165,2022-02-26T04:00:00Z
1898,Humidity,1,mqtt.angizehco.com,4,toossab,24.84,2022-02-26T05:00:00Z
1899,Humidity,1,mqtt.angizehco.com,4,toossab,25.66,2022-02-26T06:00:00Z
1900,Humidity,1,mqtt.angizehco.com,4,toossab,26.06,2022-02-26T07:00:00Z
1901,Humidity,1,mqtt.angizehco.com,4,toossab,26.045,2022-02-26T08:00:00Z
1902,Humidity,1,mqtt.angizehco.com,4,toossab,26.225,2022-02-26T09:00:00Z
1903,Humidity,1,mqtt.angizehco.com,4,toossab,26.24,2022-02-26T10:00:00Z
1904,Humidity,1,mqtt.angizehco.com,4,toossab,25.835,2022-02-26T11:00:00Z
1905,Humidity,1,mqtt.angizehco.com,4,toossab,26.49,2022-02-26T12:00:00Z
1906,Humidity,1,mqtt.angizehco.com,4,toossab,26.25,2022-02-26T13:00:00Z
1907,Humidity,1,mqtt.angizehco.com,4,toossab,26.22,2022-02-26T14:00:00Z
1908,Humidity,1,mqtt.angizehco.com,4,toossab,26.06,2022-02-26T15:00:00Z
1909,Humidity,1,mqtt.angizehco.com,4,toossab,26.1,2022-02-26T16:00:00Z
1910,Humidity,1,mqtt.angizehco.com,4,toossab,26.715,2022-02-26T17:00:00Z
1911,Humidity,1,mqtt.angizehco.com,4,toossab,27.16,2022-02-26T18:00:00Z
1912,Humidity,1,mqtt.angizehco.com,4,toossab,26.89,2022-02-26T19:00:00Z
1913,Humidity,1,mqtt.angizehco.com,4,toossab,26.7,2022-02-26T20:00:00Z
1914,Humidity,1,mqtt.angizehco.com,4,toossab,26.41,2022-02-26T21:00:00Z
1915,Humidity,1,mqtt.angizehco.com,4,toossab,26.66,2022-02-26T22:00:00Z
1916,Humidity,1,mqtt.angizehco.com,4,toossab,26.72,2022-02-26T23:00:00Z
1917,Humidity,1,mqtt.angizehco.com,4,toossab,26.81,2022-02-27T00:00:00Z
1918,Humidity,1,mqtt.angizehco.com,4,toossab,26.84,2022-02-27T01:00:00Z
1919,Humidity,1,mqtt.angizehco.com,4,toossab,27.065,2022-02-27T02:00:00Z
1920,Humidity,1,mqtt.angizehco.com,4,toossab,27.12,2022-02-27T03:00:00Z
1921,Humidity,1,mqtt.angizehco.com,4,toossab,27.55,2022-02-27T04:00:00Z
1922,Humidity,1,mqtt.angizehco.com,4,toossab,28.28,2022-02-27T05:00:00Z
1923,Humidity,1,mqtt.angizehco.com,4,toossab,28.63,2022-02-27T06:00:00Z
1924,Humidity,1,mqtt.angizehco.com,4,toossab,29.72,2022-02-27T07:00:00Z
1925,Humidity,1,mqtt.angizehco.com,4,toossab,30.29,2022-02-27T08:00:00Z
1926,Humidity,1,mqtt.angizehco.com,4,toossab,31.61,2022-02-27T09:00:00Z
1927,Humidity,1,mqtt.angizehco.com,4,toossab,32.4,2022-02-27T10:00:00Z
1928,Humidity,1,mqtt.angizehco.com,4,toossab,31.965,2022-02-27T11:00:00Z
1929,Humidity,1,mqtt.angizehco.com,4,toossab,30.14,2022-02-27T12:00:00Z
1930,Humidity,1,mqtt.angizehco.com,4,toossab,29.78,2022-02-27T13:00:00Z
1931,Humidity,1,mqtt.angizehco.com,4,toossab,29.07,2022-02-27T14:00:00Z
1932,Humidity,1,mqtt.angizehco.com,4,toossab,28.92,2022-02-27T15:00:00Z
1933,Humidity,1,mqtt.angizehco.com,4,toossab,28.4,2022-02-27T16:00:00Z
1934,Humidity,1,mqtt.angizehco.com,4,toossab,27.67,2022-02-27T17:00:00Z
1935,Humidity,1,mqtt.angizehco.com,4,toossab,27.2,2022-02-27T18:00:00Z
1936,Humidity,1,mqtt.angizehco.com,4,toossab,26.52,2022-02-27T19:00:00Z
1937,Humidity,1,mqtt.angizehco.com,4,toossab,26.19,2022-02-27T20:00:00Z
1938,Humidity,1,mqtt.angizehco.com,4,toossab,25.92,2022-02-27T21:00:00Z
1939,Humidity,1,mqtt.angizehco.com,4,toossab,25.73,2022-02-27T22:00:00Z
1940,Humidity,1,mqtt.angizehco.com,4,toossab,25.44,2022-02-27T23:00:00Z
1941,Humidity,1,mqtt.angizehco.com,4,toossab,25.2,2022-02-28T00:00:00Z
1942,Humidity,1,mqtt.angizehco.com,4,toossab,25.1,2022-02-28T01:00:00Z
1943,Humidity,1,mqtt.angizehco.com,4,toossab,25.225,2022-02-28T02:00:00Z
1944,Humidity,1,mqtt.angizehco.com,4,toossab,25.22,2022-02-28T03:00:00Z
1945,Humidity,1,mqtt.angizehco.com,4,toossab,25.68,2022-02-28T04:00:00Z
1946,Humidity,1,mqtt.angizehco.com,4,toossab,25.27,2022-02-28T05:00:00Z
1947,Humidity,1,mqtt.angizehco.com,4,toossab,25.73,2022-02-28T06:00:00Z
1948,Humidity,1,mqtt.angizehco.com,4,toossab,26.37,2022-02-28T07:00:00Z
1949,Humidity,1,mqtt.angizehco.com,4,toossab,26.785,2022-02-28T08:00:00Z
1950,Humidity,1,mqtt.angizehco.com,4,toossab,26.53,2022-02-28T09:00:00Z
1951,Humidity,1,mqtt.angizehco.com,4,toossab,26.07,2022-02-28T10:00:00Z
1952,Humidity,1,mqtt.angizehco.com,4,toossab,26.3,2022-02-28T11:00:00Z
1953,Humidity,1,mqtt.angizehco.com,4,toossab,26.31,2022-02-28T12:00:00Z
1954,Humidity,1,mqtt.angizehco.com,4,toossab,25.96,2022-02-28T13:00:00Z
1955,Humidity,1,mqtt.angizehco.com,4,toossab,26.14,2022-02-28T14:00:00Z
1956,Humidity,1,mqtt.angizehco.com,4,toossab,27.14,2022-02-28T15:00:00Z
1957,Humidity,1,mqtt.angizehco.com,4,toossab,27.32,2022-02-28T16:00:00Z
1958,Humidity,1,mqtt.angizehco.com,4,toossab,27.56,2022-02-28T17:00:00Z
1959,Humidity,1,mqtt.angizehco.com,4,toossab,27.15,2022-02-28T18:00:00Z
1960,Humidity,1,mqtt.angizehco.com,4,toossab,26.96,2022-02-28T19:00:00Z
1961,Humidity,1,mqtt.angizehco.com,4,toossab,26.82,2022-02-28T20:00:00Z
1962,Humidity,1,mqtt.angizehco.com,4,toossab,26.91,2022-02-28T21:00:00Z
1963,Humidity,1,mqtt.angizehco.com,4,toossab,26.78,2022-02-28T22:00:00Z
1964,Humidity,1,mqtt.angizehco.com,4,toossab,26.79,2022-02-28T23:00:00Z
1965,Humidity,1,mqtt.angizehco.com,4,toossab,26.67,2022-03-01T00:00:00Z
1966,Humidity,1,mqtt.angizehco.com,4,toossab,26.4,2022-03-01T01:00:00Z
1967,Humidity,1,mqtt.angizehco.com,4,toossab,26.44,2022-03-01T02:00:00Z
1968,Humidity,1,mqtt.angizehco.com,4,toossab,26.47,2022-03-01T03:00:00Z
1969,Humidity,1,mqtt.angizehco.com,4,toossab,26.65,2022-03-01T04:00:00Z
1970,Humidity,1,mqtt.angizehco.com,4,toossab,26.65,2022-03-01T05:00:00Z
1971,Humidity,1,mqtt.angizehco.com,4,toossab,26.68,2022-03-01T06:00:00Z
1972,Humidity,1,mqtt.angizehco.com,4,toossab,26.72,2022-03-01T07:00:00Z
1973,Humidity,1,mqtt.angizehco.com,4,toossab,26.9,2022-03-01T08:00:00Z
1974,Humidity,1,mqtt.angizehco.com,4,toossab,26.71,2022-03-01T09:00:00Z
1975,Humidity,1,mqtt.angizehco.com,4,toossab,26.69,2022-03-01T10:00:00Z
1976,Humidity,1,mqtt.angizehco.com,4,toossab,26.48,2022-03-01T11:00:00Z
1977,Humidity,1,mqtt.angizehco.com,4,toossab,26.39,2022-03-01T12:00:00Z
1978,Humidity,1,mqtt.angizehco.com,4,toossab,26.34,2022-03-01T13:00:00Z
1979,Humidity,1,mqtt.angizehco.com,4,toossab,26.07,2022-03-01T14:00:00Z
1980,Humidity,1,mqtt.angizehco.com,4,toossab,26.09,2022-03-01T15:00:00Z
1981,Humidity,1,mqtt.angizehco.com,4,toossab,27.105,2022-03-01T16:00:00Z
1982,Humidity,1,mqtt.angizehco.com,4,toossab,27.25,2022-03-01T17:00:00Z
1983,Humidity,1,mqtt.angizehco.com,4,toossab,27.81,2022-03-01T18:00:00Z
1984,Humidity,1,mqtt.angizehco.com,4,toossab,26.79,2022-03-01T19:00:00Z
1985,Humidity,1,mqtt.angizehco.com,4,toossab,26.4,2022-03-01T20:00:00Z
1986,Humidity,1,mqtt.angizehco.com,4,toossab,26.17,2022-03-01T21:00:00Z
1987,Humidity,1,mqtt.angizehco.com,4,toossab,25.98,2022-03-01T22:00:00Z
